account,amount,merchant,transaction_type,location,month,day,hour,minute,weekend,account_amount_delta,account_hourly_transaction_sum,merchant_amount_delta,merchant_hourly_transaction_sum,suspected_anomaly
ACC10,48811.69,MerchantJ,Transfer,San Francisco,1,13,14,7,0,-29648.25,1203387.0,-35324.39,1941871.8800000001,0
ACC3,42436.96,MerchantH,Transfer,Los Angeles,5,17,6,45,0,-52199.299999999996,1129971.52,-52718.89000000001,1400974.33,0
ACC3,35371.05,MerchantC,Withdrawal,Tokyo,1,22,15,53,1,11726.220000000001,1238409.14,-28873.46,1405656.18,0
ACC5,73493.04,MerchantB,Withdrawal,Los Angeles,2,4,15,19,1,30519.55999999999,2655478.87,17755.27999999999,3087669.17,0
ACC7,37291.94,MerchantA,Purchase,Los Angeles,5,23,15,17,0,8158.040000000001,998434.8200000001,-45863.58,1390977.92,0
ACC7,28070.88,MerchantB,Purchase,Tokyo,5,26,5,12,0,-21999.429999999997,551073.7,-19693.319999999996,1374445.13,0
ACC15,87871.15,MerchantE,Purchase,New York,1,23,23,10,0,30330.649999999994,913714.63,46636.409999999996,1406356.91,0
ACC9,39441.87,MerchantG,Purchase,San Francisco,3,20,22,26,0,-27356.010000000002,1245594.45,-41485.939999999995,1496414.3,0
ACC5,64193.98,MerchantD,Purchase,Los Angeles,3,23,8,13,0,44769.16,983473.28,-31703.94999999999,1387477.8800000001,0
ACC6,32544.68,MerchantE,Transfer,Los Angeles,2,2,5,15,0,18851.93,2832682.8,13829.619999999999,2874315.29,0
ACC12,81189.15,MerchantH,Withdrawal,New York,2,5,16,43,1,-7244.4100000000035,3001968.97,26480.969999999994,4277044.19,0
ACC13,73505.37,MerchantD,Purchase,Tokyo,12,2,0,6,1,42040.899999999994,2622671.13,6718.399999999994,3390081.46,0
ACC10,82541.77,MerchantD,Withdrawal,Tokyo,4,13,5,21,0,70902.94,1253058.58,32876.05,1173526.12,0
ACC6,63738.91,MerchantG,Purchase,London,2,23,5,36,0,55840.630000000005,839290.6,36855.26,1387150.76,0
ACC4,12499.27,MerchantJ,Transfer,Tokyo,8,4,10,39,0,-22911.02,2770280.19,-28103.399999999998,2839747.84,0
ACC4,59541.99,MerchantF,Withdrawal,Los Angeles,5,4,10,43,0,14765.379999999997,2770280.19,7787.509999999995,3450650.94,0
ACC14,75643.88,MerchantA,Withdrawal,Tokyo,5,3,19,56,0,43219.18000000001,2437976.67,22608.33,3669984.45,0
ACC2,25401.95,MerchantE,Withdrawal,Los Angeles,12,5,22,17,0,260.2400000000016,2070669.53,-64026.16,3947431.11,0
ACC9,46859.75,MerchantF,Transfer,San Francisco,3,5,12,36,1,27472.5,1740567.39,16697.98,3739708.7,0
ACC11,22739.68,MerchantC,Transfer,New York,8,1,19,47,0,-29129.58,1732027.6600000001,-59572.13,3284972.6,0
ACC5,15836.03,MerchantI,Purchase,New York,1,2,22,38,0,450.84000000000015,2953501.58,-66008.43000000001,3988804.52,0
ACC11,24683.45,MerchantD,Withdrawal,Los Angeles,3,30,17,13,0,15720.08,808764.67,-31814.38,1181782.6400000001,0
ACC1,75300.23,MerchantB,Withdrawal,London,3,16,22,30,0,-5657.0,606079.3,20001.629999999997,1110922.64,0
ACC11,12638.56,MerchantI,Withdrawal,New York,4,16,21,13,1,-68863.85,800216.2100000001,-65074.86,1443490.36,0
ACC10,60896.64,MerchantG,Transfer,Los Angeles,3,24,3,38,0,-32693.520000000004,801587.9,33847.47,962378.01,0
ACC1,1104.33,MerchantF,Transfer,New York,11,1,16,12,0,-78664.87,2277375.81,-92580.97,3144564.79,0
ACC15,20087.53,MerchantJ,Transfer,New York,3,4,21,3,1,-14777.059999999998,2113585.17,6320.129999999999,4161836.18,0
ACC4,47664.75,MerchantH,Purchase,Los Angeles,10,1,17,10,1,40400.26,2537307.82,36800.49,4113715.44,0
ACC13,25535.44,MerchantD,Purchase,Tokyo,3,4,5,37,1,-60839.520000000004,2788911.56,5807.789999999997,3768285.68,0
ACC8,39478.35,MerchantJ,Purchase,Tokyo,6,5,1,11,0,2000.699999999997,2430901.96,-13236.5,3040511.37,0
ACC6,87284.3,MerchantJ,Withdrawal,New York,2,1,10,33,0,65749.55,3143572.62,76221.09,3863941.55,0
ACC9,56107.94,MerchantI,Withdrawal,Tokyo,2,14,17,40,0,37134.73,938316.12,1440.4400000000023,1455789.12,0
ACC14,30723.6,MerchantC,Transfer,New York,5,2,1,20,0,-57631.23,2809267.87,6425.579999999998,3755391.04,0
ACC2,71771.01,MerchantH,Purchase,Los Angeles,5,29,22,25,0,-2784.1300000000047,837735.51,-25254.850000000006,1242149.6,0
ACC15,84380.42,MerchantE,Transfer,London,2,14,10,55,0,45838.21,1344250.85,43304.909999999996,1090475.59,0
ACC11,79933.13,MerchantG,Withdrawal,London,9,5,20,23,0,1474.3099999999977,2175800.0,1474.3099999999977,4150038.41,0
ACC1,14799.08,MerchantE,Transfer,Tokyo,6,5,7,43,0,-79646.68,2391759.14,-13070.519999999999,3517022.44,0
ACC10,81103.33,MerchantJ,Withdrawal,San Francisco,6,1,8,30,0,49800.15,2669240.41,23585.240000000005,3186202.89,0
ACC13,46829.14,MerchantB,Transfer,San Francisco,4,18,9,3,0,-1345.0800000000017,1321375.75,46212.79,1496628.01,0
ACC11,52715.67,MerchantB,Withdrawal,New York,5,25,23,42,0,16819.46,1441449.4,33910.13,2250020.05,0
ACC7,96587.12,MerchantD,Transfer,Tokyo,1,17,10,51,0,15306.440000000002,1112494.52,19506.17,2186744.64,0
ACC10,40912.78,MerchantJ,Transfer,New York,4,3,20,0,0,2108.0999999999985,2581920.89,-57335.71000000001,3408469.83,0
ACC11,32887.28,MerchantH,Withdrawal,London,3,17,15,0,0,-19660.04,1258577.22,-16610.15,1911912.77,0
ACC1,84138.69,MerchantC,Withdrawal,San Francisco,3,23,0,38,0,-244.5,1327752.3,1376.1300000000047,1814465.28,0
ACC14,62569.99,MerchantI,Transfer,London,1,21,12,20,1,-29435.9,1497657.96,47213.78,1594456.96,0
ACC12,16996.59,MerchantF,Purchase,London,3,1,10,15,0,-80849.29000000001,1686918.43,-48801.91,3632517.73,0
ACC14,8771.67,MerchantJ,Purchase,New York,3,25,8,15,1,-52974.4,1364751.03,-45881.82,1288622.41,0
ACC9,83850.75,MerchantD,Transfer,San Francisco,3,4,15,38,1,71049.1,1551903.81,20460.339999999997,3766751.48,0
ACC2,79320.13,MerchantD,Transfer,Tokyo,1,5,1,16,0,49017.5,2292906.28,72990.08,3489710.2399999998,0
ACC13,68374.97,MerchantC,Purchase,Tokyo,2,16,15,24,0,-18497.75,802931.39,37795.34,1628221.82,0
ACC3,66647.29,MerchantD,Transfer,New York,2,18,15,18,1,6943.539999999994,1041388.14,51022.17999999999,1902149.9,0
ACC5,81797.15,MerchantE,Withdrawal,London,4,16,19,34,1,15298.809999999998,1120261.23,58386.67,1258300.34,0
ACC11,94755.87,MerchantJ,Purchase,Tokyo,3,14,7,21,0,-1377.340000000011,1012174.27,86767.67,2002223.17,0
ACC11,3914.05,MerchantJ,Withdrawal,London,6,2,20,51,0,-63484.20999999999,2367357.04,-93770.75,3436546.2,0
ACC15,11810.16,MerchantG,Purchase,Los Angeles,6,5,4,15,0,3457.459999999999,2397622.48,3457.459999999999,3202015.85,0
ACC8,98237.94,MerchantC,Withdrawal,New York,1,25,6,52,0,2063.040000000008,1046847.3099999999,39792.66,1753347.18,0
ACC12,86380.55,MerchantE,Transfer,Tokyo,4,14,11,48,0,71589.26000000001,1185716.94,2735.4199999999983,1123525.15,0
ACC15,60675.82,MerchantI,Transfer,Tokyo,2,27,14,26,0,130.48999999999796,1220820.07,13855.04,1625027.74,0
ACC7,51494.28,MerchantJ,Transfer,London,5,19,0,25,0,27625.18,1050330.72,-26506.020000000004,1550861.08,0
ACC6,81539.9,MerchantJ,Withdrawal,Los Angeles,2,4,18,57,1,33407.92999999999,2519493.48,33798.56999999999,3143520.66,0
ACC8,94041.16,MerchantJ,Purchase,Tokyo,5,17,21,6,0,13063.350000000006,835869.34,4691.460000000006,2184090.66,0
ACC4,2145.08,MerchantA,Purchase,New York,6,1,9,43,0,-31302.759999999995,2582264.92,-31302.759999999995,3786645.69,0
ACC12,61667.44,MerchantH,Purchase,Tokyo,1,30,21,41,0,16831.380000000005,907685.62,-8329.649999999994,1182558.78,0
ACC2,21508.8,MerchantD,Transfer,Los Angeles,4,19,9,42,0,-28303.789999999997,681260.66,-52572.72,1287130.17,0
ACC8,50769.84,MerchantJ,Withdrawal,London,1,13,20,45,0,-17724.440000000002,884542.4,-17724.440000000002,1844727.97,0
ACC15,88339.91,MerchantC,Purchase,Los Angeles,2,24,4,31,0,27603.160000000003,715048.68,65636.26000000001,1911138.14,0
ACC6,74892.15,MerchantD,Purchase,Los Angeles,1,22,6,54,1,23341.619999999995,1208973.63,-20973.01000000001,1349901.28,0
ACC10,519.83,MerchantD,Transfer,Los Angeles,10,2,10,38,0,-9726.76,1795275.62,-16171.38,3507175.96,0
ACC15,87891.96,MerchantI,Purchase,London,1,24,9,58,0,14534.39,847917.55,15580.51000000001,1772520.19,0
ACC1,15308.63,MerchantE,Purchase,Los Angeles,3,20,5,50,0,-35610.87,1122226.59,-59604.25000000001,1451788.76,0
ACC7,67371.4,MerchantE,Purchase,Los Angeles,3,14,8,1,0,52286.899999999994,880352.9500000001,-7749.710000000006,1313909.01,0
ACC9,17347.19,MerchantB,Purchase,Tokyo,4,5,4,20,0,-45077.61,2120288.36,-67122.81,3927271.88,0
ACC10,57315.36,MerchantA,Purchase,Tokyo,5,18,3,38,0,34617.83,888286.65,-24765.36,1632574.35,0
ACC7,82361.44,MerchantA,Purchase,San Francisco,8,4,1,3,0,55432.16,2207394.75,18043.020000000004,3245049.58,0
ACC13,42556.53,MerchantC,Withdrawal,London,5,16,5,9,0,-45343.509999999995,610104.8300000001,-12159.230000000003,1599494.48,0
ACC14,25747.37,MerchantF,Withdrawal,Tokyo,10,2,13,40,0,-9257.850000000002,1909077.1199999999,-52766.490000000005,4074030.69,0
ACC12,68031.39,MerchantB,Withdrawal,London,3,17,15,1,0,44414.380000000005,636746.95,-10817.990000000005,1245289.44,0
ACC1,27694.23,MerchantG,Withdrawal,London,2,1,2,11,0,-5054.59,2116215.35,-18570.500000000004,3313644.5100000002,0
ACC14,4001.55,MerchantD,Withdrawal,London,12,5,7,2,0,-92516.59999999999,3690075.6,-7436.650000000001,2923554.68,1
ACC7,17685.79,MerchantI,Transfer,London,2,17,23,58,0,-12189.57,886706.6699999999,-65997.07,1280223.0,0
ACC2,40506.53,MerchantF,Transfer,Los Angeles,3,27,10,47,0,7066.760000000002,1239638.48,33140.09,1391118.48,0
ACC9,12347.63,MerchantA,Withdrawal,Los Angeles,2,18,9,53,1,-12609.090000000002,1387335.03,-13173.62,1467806.34,0
ACC3,5624.97,MerchantA,Purchase,London,4,28,9,0,0,-8387.509999999998,742865.52,-66103.84,792609.1,0
ACC13,12374.9,MerchantD,Withdrawal,Tokyo,2,15,1,58,0,2770.6800000000003,1247720.6400000001,-18071.699999999997,1708229.6300000001,0
ACC15,98802.97,MerchantH,Transfer,San Francisco,2,20,22,34,0,29028.58,1122688.87,35461.55,1786450.97,0
ACC10,25945.65,MerchantA,Transfer,Tokyo,10,4,5,23,0,-32094.96,2944578.53,2500.8700000000026,3588349.18,0
ACC14,21561.85,MerchantB,Transfer,San Francisco,3,2,16,46,0,-34972.6,2118780.04,-55058.54,5111030.11,1
ACC15,47345.14,MerchantF,Purchase,Los Angeles,2,27,8,25,0,-24002.050000000003,1455320.2,-27181.009999999995,1263956.02,0
ACC2,20203.71,MerchantJ,Purchase,London,3,24,7,41,0,-31634.21,542891.93,-9184.940000000002,1857637.83,0
ACC12,61564.51,MerchantH,Transfer,New York,1,26,9,42,0,-22763.049999999996,1479239.36,-30113.609999999993,1362549.16,0
ACC9,40634.32,MerchantD,Transfer,Tokyo,1,29,2,15,1,-19763.190000000002,667347.83,-16176.440000000002,1261973.64,0
ACC14,23797.72,MerchantF,Transfer,Tokyo,3,14,9,46,0,-63571.84,710790.37,-14591.32,1455253.07,0
ACC6,62277.46,MerchantI,Purchase,Tokyo,1,5,18,54,0,-5821.140000000007,1896990.28,-1504.1100000000006,3601261.18,0
ACC2,93960.06,MerchantF,Purchase,San Francisco,2,19,0,56,1,47485.909999999996,1503085.79,61710.27,1861198.77,0
ACC7,33292.93,MerchantA,Purchase,New York,12,1,12,18,0,-29015.260000000002,2451720.17,-4957.389999999999,4163607.93,0
ACC8,63658.88,MerchantE,Transfer,Los Angeles,3,19,12,16,1,60807.049999999996,1216057.46,-10225.390000000007,1636933.56,0
ACC7,4288.11,MerchantA,Withdrawal,San Francisco,5,16,19,0,0,-74956.36,942906.5,-74956.36,1395802.92,0
ACC4,10305.14,MerchantA,Transfer,Tokyo,5,15,13,8,0,-51621.42,713319.89,-7582.049999999999,1040165.48,0
ACC6,76681.92,MerchantB,Transfer,New York,2,13,18,4,0,1747.4199999999983,781566.4,21468.68,1683731.08,0
ACC14,47589.28,MerchantF,Withdrawal,San Francisco,5,29,16,25,0,17311.09,680835.42,-32058.11,1469996.95,0
ACC10,21919.9,MerchantG,Withdrawal,London,6,2,9,40,0,-67538.44,2605068.51,-15192.919999999998,3251949.49,0
ACC12,12237.67,MerchantI,Purchase,San Francisco,4,28,13,26,0,-6949.469999999999,1498201.99,-44540.11,1076796.1400000001,0
ACC4,59791.04,MerchantE,Transfer,Tokyo,6,3,11,21,1,39727.61,2227004.66,-677.3499999999985,3299968.09,0
ACC14,90673.3,MerchantH,Purchase,San Francisco,5,5,7,25,0,57658.560000000005,3690075.6,10891.990000000005,3731375.19,1
ACC2,33503.91,MerchantE,Purchase,London,5,18,2,41,0,-48446.41,632217.72,-47240.55,1476492.31,0
ACC2,35648.99,MerchantJ,Withdrawal,San Francisco,2,27,10,13,0,10978.279999999999,1239638.48,10978.279999999999,1177716.24,0
ACC9,69416.01,MerchantF,Purchase,London,3,4,21,19,1,56339.38999999999,2585062.33,34551.42,3337969.52,0
ACC15,97909.07,MerchantC,Withdrawal,San Francisco,12,2,4,25,1,37054.57000000001,3043361.23,54462.47000000001,3004291.37,0
ACC6,64140.35,MerchantC,Withdrawal,New York,5,27,13,41,1,17902.5,753847.9400000001,41239.19,1348075.82,0
ACC5,99450.25,MerchantF,Withdrawal,San Francisco,1,29,6,2,1,1136.300000000003,1062204.51,86102.75,1544494.18,0
ACC8,66813.4,MerchantA,Purchase,San Francisco,5,13,0,33,1,54594.92,1207066.25,14326.689999999995,1787254.3800000001,0
ACC15,79314.01,MerchantG,Withdrawal,London,3,4,6,12,1,25292.949999999997,2501137.8,12401.89,3633134.54,0
ACC4,43832.84,MerchantH,Purchase,Tokyo,1,23,2,10,0,33302.86,896253.14,27860.059999999998,1099620.1099999999,0
ACC12,75399.22,MerchantE,Purchase,London,4,18,6,59,0,24916.21,1106658.3,-17471.059999999998,1567049.44,0
ACC15,99070.51,MerchantH,Transfer,Tokyo,2,17,16,57,0,9897.869999999995,793013.75,62549.84,1495867.89,0
ACC7,97078.2,MerchantJ,Withdrawal,Los Angeles,6,3,21,30,1,71902.72,2476746.37,-2079.100000000006,3825918.42,0
ACC9,82636.81,MerchantH,Purchase,London,3,14,15,20,0,4205.970000000001,1078745.02,42861.28,1935265.22,0
ACC6,81664.97,MerchantE,Withdrawal,London,6,4,5,2,1,15403.790000000008,2088213.61,5949.5,3307506.39,0
ACC5,98651.44,MerchantI,Withdrawal,New York,5,31,6,50,0,93658.1,709165.9299999999,49303.96,863159.7,0
ACC1,46509.6,MerchantI,Purchase,Tokyo,10,1,14,53,1,3359.229999999996,2347538.27,8025.07,3050893.75,0
ACC5,54129.86,MerchantE,Purchase,New York,1,21,21,6,1,48872.46,975424.49,35023.97,1393741.6400000001,0
ACC6,12838.63,MerchantG,Purchase,Tokyo,8,5,23,40,1,-33028.560000000005,2241847.64,-29000.43,4358962.42,0
ACC7,31630.62,MerchantD,Transfer,London,1,27,3,20,0,1988.579999999998,1076683.64,31450.239999999998,1248061.39,0
ACC9,12089.71,MerchantB,Transfer,Los Angeles,4,4,20,7,0,-81062.70000000001,2241584.69,-16443.75,3951713.69,0
ACC5,71719.97,MerchantD,Purchase,Tokyo,5,1,6,25,0,41905.04,2355324.06,66662.57,2928796.08,0
ACC3,58878.72,MerchantE,Transfer,London,11,4,15,37,1,-9162.039999999994,2553921.41,-4736.4000000000015,3392976.69,0
ACC2,73974.42,MerchantD,Withdrawal,Los Angeles,5,14,0,53,1,41146.31,1069628.2,-21313.119999999995,1594460.93,0
ACC3,90197.98,MerchantB,Purchase,New York,4,17,16,55,0,54471.38,1019057.74,56305.719999999994,1612839.18,0
ACC1,23978.49,MerchantI,Transfer,San Francisco,6,2,10,15,0,-66770.62,2143639.0100000002,-19548.539999999997,4496163.16,0
ACC1,41833.8,MerchantH,Transfer,New York,10,4,12,45,0,28517.030000000002,2204383.37,34375.98,2882951.27,0
ACC9,96856.54,MerchantA,Withdrawal,Tokyo,5,29,21,8,0,32413.799999999996,677778.6799999999,4886.679999999993,1486937.16,0
ACC7,26741.8,MerchantH,Transfer,San Francisco,3,1,8,15,0,-64465.520000000004,2961803.64,11468.029999999999,4629192.07,0
ACC1,77398.13,MerchantH,Withdrawal,London,3,19,9,49,1,-14686.299999999988,915505.37,37494.880000000005,1724342.23,0
ACC4,50877.35,MerchantH,Withdrawal,London,3,20,11,25,0,-2849.470000000001,1144514.99,-30242.689999999995,1183964.71,0
ACC13,78401.87,MerchantD,Transfer,London,6,3,4,41,1,1026.979999999996,2065380.8,1026.979999999996,3860742.57,0
ACC3,58315.65,MerchantB,Transfer,Los Angeles,2,16,8,20,0,-19759.700000000004,726006.63,34486.93,1104665.05,0
ACC11,48972.57,MerchantH,Purchase,Los Angeles,5,19,13,38,0,40549.14,1326415.17,40549.14,1930468.79,0
ACC11,49961.5,MerchantI,Withdrawal,Los Angeles,4,23,20,49,1,46638.43,982112.32,5113.959999999999,2453663.03,0
ACC2,55725.08,MerchantG,Purchase,Tokyo,2,27,17,56,0,-30021.619999999995,938757.15,-537.25,1543638.07,0
ACC8,57880.89,MerchantC,Purchase,New York,5,31,7,1,0,23851.57,540738.49,-10047.029999999999,1155924.97,0
ACC8,68964.1,MerchantB,Purchase,Tokyo,2,28,12,35,0,39567.630000000005,1424473.19,16390.450000000004,1347036.27,0
ACC3,26651.47,MerchantE,Purchase,New York,12,2,19,28,1,-17871.79,2282765.84,-56518.70999999999,3366241.85,0
ACC4,36766.35,MerchantH,Transfer,Tokyo,4,30,3,32,1,-50653.590000000004,841655.7000000001,28769.19,1167656.79,0
ACC10,3462.32,MerchantE,Transfer,New York,3,5,6,33,1,-62829.549999999996,2269775.56,-85019.18,3675140.94,0
ACC2,47914.45,MerchantA,Transfer,San Francisco,3,17,14,24,0,13446.469999999994,678284.5399999999,-51420.16,1988757.41,0
ACC15,26036.15,MerchantA,Withdrawal,Tokyo,5,14,3,39,1,15837.070000000002,802948.77,-300.4599999999991,1310097.34,0
ACC4,87492.48,MerchantH,Transfer,Los Angeles,1,23,4,23,0,80103.34,1110345.01,81352.73,1161849.03,0
ACC11,92082.28,MerchantH,Withdrawal,San Francisco,1,15,12,4,1,49193.61,736965.36,46275.69,1311119.5,0
ACC9,83791.45,MerchantG,Withdrawal,Los Angeles,10,5,18,5,0,21588.949999999997,2872523.68,5838.0,3123453.52,0
ACC10,42114.29,MerchantB,Purchase,New York,4,18,7,22,0,2159.1600000000035,945354.13,-12814.799999999996,1504555.01,0
ACC8,94990.16,MerchantC,Transfer,London,4,26,7,5,0,23094.130000000005,1152943.68,7466.180000000008,1350696.5999999999,0
ACC9,71238.44,MerchantE,Transfer,New York,4,22,10,50,1,-21028.959999999992,1298879.73,17431.100000000006,1871766.55,0
ACC1,58080.5,MerchantF,Withdrawal,London,5,19,12,54,0,3657.6299999999974,1383356.49,35296.240000000005,1184095.59,0
ACC13,31529.29,MerchantJ,Withdrawal,Tokyo,8,3,10,49,0,-56045.51,3831138.43,-53534.63999999999,3994418.08,1
ACC11,89737.17,MerchantH,Withdrawal,London,1,14,23,18,1,43809.56,1021780.56,77727.05,1282192.28,0
ACC10,48827.98,MerchantG,Withdrawal,Tokyo,9,2,2,4,1,-25620.15,1865308.33,1062.520000000004,3877267.4899999998,0
ACC11,7801.18,MerchantE,Purchase,Tokyo,8,3,9,1,0,-84729.44,2125764.29,-71292.69,4024066.21,0
ACC7,84269.44,MerchantC,Transfer,New York,4,15,2,56,1,-15610.339999999997,1375058.03,20900.82,1373955.2,0
ACC7,38194.94,MerchantC,Withdrawal,New York,1,5,14,57,0,-19248.75,2340119.82,-29733.449999999997,3125241.96,0
ACC9,42037.95,MerchantI,Transfer,Tokyo,2,2,0,39,0,-9782.580000000002,2758919.68,677.7099999999991,4054600.88,0
ACC8,35908.01,MerchantA,Transfer,Los Angeles,3,20,22,35,0,999.810000000005,526761.18,-55434.68,1713547.6400000001,0
ACC1,57604.53,MerchantE,Withdrawal,San Francisco,6,2,7,59,0,24481.809999999998,1919274.29,-18309.149999999994,3798613.9,0
ACC11,49148.45,MerchantC,Withdrawal,London,4,3,20,5,0,-8036.1700000000055,2278394.43,1384.239999999998,3624466.94,0
ACC2,75991.63,MerchantF,Transfer,New York,1,23,19,26,0,5201.850000000006,732577.36,64421.14000000001,1935099.22,0
ACC2,19121.91,MerchantH,Withdrawal,London,10,2,1,27,0,-35156.240000000005,2641214.95,-34356.86,3420329.21,0
ACC15,76085.53,MerchantG,Purchase,San Francisco,4,15,8,27,1,-12716.290000000008,967482.91,63365.42,1474329.47,0
ACC10,3539.47,MerchantB,Purchase,San Francisco,7,5,22,24,0,-2008.3000000000006,1921764.55,-67362.04,3392897.31,0
ACC9,9376.0,MerchantC,Withdrawal,London,4,22,6,22,1,-23567.92,816385.5700000001,-70570.47,1032721.14,0
ACC9,19950.41,MerchantE,Purchase,Tokyo,3,21,11,57,0,-40570.71000000001,1123439.39,-42399.64,1662940.12,0
ACC6,31181.83,MerchantF,Purchase,Tokyo,3,22,12,59,0,-14253.879999999997,1244591.58,20316.010000000002,859516.17,0
ACC9,5263.89,MerchantE,Purchase,London,5,15,19,41,0,-66249.96,1277388.57,-40714.81,1925370.91,0
ACC15,6721.83,MerchantH,Withdrawal,New York,9,3,18,22,1,-51282.25,2432225.89,-28910.059999999998,4214792.25,0
ACC15,90662.19,MerchantC,Transfer,Tokyo,2,18,20,34,1,85055.04000000001,701604.12,-1862.6399999999994,1722765.05,0
ACC2,84292.56,MerchantH,Purchase,Los Angeles,5,31,19,52,0,18360.459999999992,750818.42,42823.299999999996,1191551.95,0
ACC14,36027.41,MerchantF,Withdrawal,Los Angeles,3,25,12,57,1,-24267.429999999993,604635.04,-4600.799999999996,1703518.52,0
ACC12,55264.98,MerchantB,Transfer,London,6,2,8,8,0,-22524.049999999996,2277782.24,-14599.010000000002,3512137.5,0
ACC5,12477.94,MerchantB,Transfer,Tokyo,1,14,19,59,1,-45471.85,1175058.09,-72193.12,1418621.52,0
ACC10,57744.47,MerchantJ,Transfer,New York,4,5,5,28,0,43677.78,2053063.93,5952.0,3425105.92,0
ACC12,31101.39,MerchantC,Purchase,San Francisco,5,28,8,27,1,-24932.03,1259288.79,-30837.1,1298011.14,0
ACC9,69173.09,MerchantI,Withdrawal,London,5,3,18,1,0,-22009.559999999998,2596832.12,52223.47,3214326.56,0
ACC5,39812.32,MerchantI,Withdrawal,Los Angeles,2,14,13,29,0,14345.630000000001,890126.8,-37406.99,1157442.2,0
ACC14,92282.34,MerchantI,Transfer,New York,5,21,12,39,1,63103.0,1497657.96,15707.319999999992,1594456.96,0
ACC11,30602.68,MerchantD,Purchase,San Francisco,4,15,12,39,1,-2727.709999999999,736965.36,-23868.839999999997,1338966.14,0
ACC5,40846.44,MerchantA,Withdrawal,New York,3,29,2,58,0,-40334.479999999996,1240843.69,-11082.11,1452435.25,0
ACC3,36885.25,MerchantD,Transfer,Tokyo,5,19,10,55,0,6776.93,806460.78,26647.97,1425936.36,0
ACC15,29412.51,MerchantA,Withdrawal,New York,2,2,11,29,0,4546.179999999997,2480943.16,16853.839999999997,3707978.14,0
ACC6,47865.67,MerchantG,Withdrawal,Los Angeles,5,16,20,37,0,47627.35,1074576.58,24703.809999999998,1786860.58,0
ACC12,35017.76,MerchantF,Purchase,San Francisco,12,2,14,48,1,10728.820000000003,1818478.9,-33146.189999999995,3836542.52,0
ACC14,62452.44,MerchantC,Purchase,San Francisco,1,15,23,9,1,58623.58,834005.91,-30995.690000000002,1683658.41,0
ACC11,986.96,MerchantI,Transfer,New York,5,17,16,47,0,-87239.64,990747.5900000001,-80644.73,1446668.04,0
ACC11,55784.4,MerchantG,Purchase,San Francisco,9,1,18,13,0,54496.71,2732271.44,-16396.769999999997,4769479.17,0
ACC7,53912.71,MerchantC,Withdrawal,San Francisco,2,19,19,54,1,33039.509999999995,919787.56,-15535.420000000006,1233575.0,0
ACC11,31948.96,MerchantI,Transfer,Los Angeles,1,3,17,40,0,-67185.62,2892536.19,237.61000000000058,3483031.91,0
ACC6,67259.72,MerchantI,Transfer,Los Angeles,4,17,4,27,0,57194.76,1230503.12,5186.870000000003,1236127.41,0
ACC2,54379.94,MerchantA,Purchase,New York,1,19,6,4,0,38328.86,828745.73,-1741.7099999999991,1659758.6500000001,0
ACC10,54318.56,MerchantJ,Transfer,Los Angeles,8,2,15,25,0,11014.46,1959688.77,-39418.3,3865577.02,0
ACC8,62144.6,MerchantJ,Purchase,Los Angeles,4,16,15,30,1,-25350.860000000008,1243944.14,10502.479999999996,1467991.42,0
ACC6,27517.1,MerchantF,Withdrawal,Los Angeles,11,4,2,22,1,-32627.450000000004,2359635.73,-40653.939999999995,4166803.85,0
ACC13,66968.67,MerchantJ,Withdrawal,London,12,3,2,13,1,47254.78999999999,2424836.03,43436.78,3643074.69,0
ACC10,52172.74,MerchantH,Transfer,San Francisco,12,1,13,35,0,-1314.050000000003,2876106.33,-17526.96,3183431.42,0
ACC3,65682.88,MerchantG,Withdrawal,New York,3,27,1,44,0,51654.32000000001,1190238.86,48359.07000000001,1702487.07,0
ACC2,12281.46,MerchantI,Withdrawal,New York,7,4,10,51,0,-34781.770000000004,1752578.61,-76933.57999999999,3984360.94,0
ACC8,49350.95,MerchantF,Purchase,London,2,5,8,29,1,23015.869999999995,2759594.95,-50277.380000000005,3544063.45,0
ACC14,56974.54,MerchantB,Transfer,Tokyo,5,30,3,6,0,-35085.780000000006,346583.76,11464.79,802310.92,0
ACC8,19682.72,MerchantB,Purchase,San Francisco,7,2,12,35,1,-10499.279999999999,2525508.64,15256.190000000002,3343651.37,0
ACC3,5089.72,MerchantH,Transfer,Los Angeles,3,19,1,11,1,-13473.73,710730.36,-52406.34,1387092.45,0
ACC15,10996.52,MerchantC,Purchase,London,7,2,12,18,1,-74369.83,1970986.53,-49540.770000000004,4314345.45,0
ACC4,52312.17,MerchantG,Withdrawal,London,2,19,3,36,1,-23276.339999999997,1055834.4,-9794.220000000001,1752886.48,0
ACC7,9086.41,MerchantJ,Withdrawal,New York,6,2,2,48,0,-64120.66,3193266.5,-88436.08,3598445.84,0
ACC8,89440.22,MerchantE,Purchase,Tokyo,5,16,1,37,0,62387.06,963042.6,71706.24,1204531.17,0
ACC7,96693.7,MerchantA,Transfer,Tokyo,1,17,1,56,0,83411.70999999999,497892.97,90809.20999999999,1631419.49,0
ACC11,29162.39,MerchantF,Transfer,Tokyo,11,5,11,46,1,-24325.090000000004,2145815.67,-70823.57,3334187.21,0
ACC13,50444.91,MerchantI,Withdrawal,Los Angeles,2,20,14,55,0,-17200.39,1006866.78,-44266.81,1821123.93,0
